Epoch,Training_errors,Validation_errors
1576,2.75259E-05,2.67571E-05
1577,2.77158E-05,2.67738E-05
1578,3.61018E-05,3.07132E-05
1579,3.09205E-05,2.61536E-05
1580,2.86406E-05,2.73262E-05
1581,3.12691E-05,2.69482E-05
1582,3.49685E-05,2.76925E-05
1583,3.81784E-05,3.69753E-05
1584,3.47992E-05,3.24032E-05
1585,3.05518E-05,3.05814E-05
1586,3.01213E-05,2.9502E-05
1587,3.4327E-05,3.48276E-05
1588,2.72751E-05,2.88542E-05
1589,3.23202E-05,3.09473E-05
1590,3.16441E-05,2.98065E-05
1591,3.88176E-05,3.86458E-05
1592,3.86892E-05,4.00858E-05
1593,2.75161E-05,2.67567E-05
1594,2.47324E-05,2.60395E-05
1595,2.53059E-05,2.60892E-05
1596,2.85182E-05,2.86481E-05
1597,2.66489E-05,2.68963E-05
1598,2.51021E-05,2.68205E-05
1599,2.45107E-05,2.7498E-05
1600,2.79481E-05,2.64278E-05
1601,3.0729E-05,2.63608E-05
1602,3.3939E-05,3.14182E-05
1603,2.752E-05,2.68505E-05
1604,2.9528E-05,2.91087E-05
1605,3.06716E-05,2.76145E-05
1606,3.13102E-05,2.83355E-05
1607,3.07395E-05,2.87141E-05
1608,3.32016E-05,3.27111E-05
1609,3.18725E-05,2.88904E-05
1610,5.18974E-05,4.42896E-05
1611,4.27275E-05,4.11298E-05
1612,4.71397E-05,4.56581E-05
1613,3.24836E-05,2.82404E-05
1614,2.67778E-05,2.66467E-05
1615,2.72418E-05,2.62393E-05
1616,2.98149E-05,2.74673E-05
1617,3.24414E-05,2.76572E-05
1618,3.63265E-05,3.33473E-05
1619,3.11654E-05,2.64411E-05
1620,2.46874E-05,2.65528E-05
1621,2.98001E-05,2.66511E-05
1622,3.38096E-05,2.96387E-05
1623,2.5981E-05,2.6332E-05
1624,3.93963E-05,3.28293E-05
1625,3.33762E-05,3.00024E-05
1626,2.93945E-05,2.67064E-05
1627,3.31244E-05,3.00853E-05
1628,3.17369E-05,2.79047E-05
1629,4.0246E-05,4.11183E-05
1630,2.96838E-05,2.82635E-05
1631,2.8762E-05,2.71189E-05
1632,3.55083E-05,2.77393E-05
1633,2.781E-05,2.65916E-05
1634,4.65721E-05,4.13779E-05
1635,3.34063E-05,3.39304E-05
1636,3.68511E-05,3.2801E-05
1637,2.9663E-05,2.66273E-05
1638,3.60527E-05,2.92808E-05
1639,3.7319E-05,2.94259E-05
1640,2.56691E-05,2.90298E-05
1641,2.90105E-05,2.85513E-05
1642,2.72707E-05,2.79234E-05
1643,2.83823E-05,2.76783E-05
1644,3.9037E-05,3.44854E-05
1645,3.17905E-05,3.15578E-05
1646,2.43503E-05,2.73522E-05
1647,2.9656E-05,2.79782E-05
1648,2.84772E-05,2.77823E-05
1649,2.58656E-05,2.77538E-05
1650,3.34627E-05,2.90988E-05
1651,2.59871E-05,2.68552E-05
1652,2.92593E-05,2.69467E-05
1653,2.68279E-05,2.68649E-05
1654,3.11059E-05,2.71575E-05
1655,3.02124E-05,2.68742E-05
1656,3.18236E-05,2.83144E-05
1657,4.14049E-05,3.70064E-05
1658,3.4961E-05,3.3536E-05
1659,2.70971E-05,2.60943E-05
1660,2.934E-05,2.56514E-05
1661,3.15663E-05,2.66778E-05
1662,3.80866E-05,3.29953E-05
1663,2.32266E-05,2.47054E-05
1664,2.18216E-05,2.61383E-05
1665,2.59206E-05,2.51198E-05
1666,2.64919E-05,2.49774E-05
1667,4.15548E-05,3.43956E-05
1668,2.73413E-05,2.56285E-05
1669,2.64826E-05,2.90546E-05
1670,2.73114E-05,2.6463E-05
1671,3.02482E-05,2.59841E-05
1672,3.2928E-05,2.84593E-05
1673,3.56944E-05,3.07729E-05
1674,2.57879E-05,2.61466E-05
1675,2.67344E-05,2.53076E-05
1676,2.70063E-05,2.74287E-05
1677,2.85753E-05,2.5395E-05
1678,2.81535E-05,2.53863E-05
1679,4.26539E-05,3.85686E-05
1680,2.59165E-05,2.68114E-05
1681,3.21113E-05,3.05821E-05
1682,3.24792E-05,2.99333E-05
1683,2.63316E-05,2.58684E-05
1684,3.03636E-05,2.70009E-05
1685,2.80479E-05,3.06363E-05
1686,3.01377E-05,2.99776E-05
1687,2.57615E-05,2.5762E-05
1688,2.99265E-05,2.57463E-05
1689,2.82547E-05,2.74761E-05
1690,3.17008E-05,3.08555E-05
1691,4.07567E-05,4.12123E-05
1692,3.33924E-05,3.18397E-05
1693,3.56369E-05,3.42295E-05
1694,3.25306E-05,3.45563E-05
1695,3.71982E-05,3.67797E-05
1696,4.21485E-05,4.45334E-05
1697,3.11911E-05,3.01119E-05
1698,2.80828E-05,2.77574E-05
1699,2.69374E-05,2.64067E-05
1700,2.78408E-05,2.92068E-05
1701,2.81287E-05,2.68169E-05
1702,2.85792E-05,2.71187E-05
1703,2.92876E-05,2.94511E-05
1704,2.69359E-05,2.65057E-05
1705,3.92649E-05,3.42104E-05
1706,3.15334E-05,3.10512E-05
1707,3.18981E-05,2.59534E-05
1708,3.80328E-05,3.94713E-05
1709,3.67244E-05,3.37354E-05
1710,3.46354E-05,3.69425E-05
1711,4.52E-05,4.82435E-05
1712,3.69153E-05,3.70774E-05
1713,2.93384E-05,3.04652E-05
1714,3.51803E-05,3.14282E-05
1715,2.65024E-05,2.77017E-05
1716,3.08607E-05,2.69854E-05
1717,2.71225E-05,2.64128E-05
1718,3.37822E-05,3.20382E-05
1719,3.53009E-05,3.18151E-05
1720,2.72578E-05,2.65214E-05
1721,3.68325E-05,3.38128E-05
1722,3.22693E-05,2.83166E-05
1723,2.87919E-05,2.66682E-05
1724,2.99169E-05,2.724E-05
1725,2.65523E-05,2.59419E-05
1726,2.8782E-05,2.777E-05
1727,2.81419E-05,2.77175E-05
1728,2.81367E-05,2.70426E-05
1729,3.70836E-05,3.53365E-05
1730,2.82976E-05,2.72074E-05
1731,2.92824E-05,2.95515E-05
1732,3.14663E-05,2.89663E-05
1733,3.51748E-05,3.21414E-05
1734,3.17823E-05,2.97737E-05
1735,3.22045E-05,3.41472E-05
1736,3.16291E-05,2.8347E-05
1737,2.75832E-05,2.73864E-05
1738,4.23348E-05,4.03292E-05
1739,3.72786E-05,3.54974E-05
1740,3.18774E-05,2.99872E-05
1741,2.7595E-05,2.83146E-05
1742,3.09265E-05,2.87002E-05
1743,2.69108E-05,2.77243E-05
1744,3.8443E-05,3.6975E-05
1745,2.58153E-05,2.75436E-05
1746,3.84306E-05,3.39151E-05
1747,2.77982E-05,2.73594E-05
1748,2.5374E-05,2.77241E-05
1749,2.70326E-05,2.86307E-05
1750,2.81821E-05,2.76699E-05
1751,3.20797E-05,3.10191E-05
1752,2.88132E-05,2.65079E-05
1753,2.9735E-05,2.99176E-05
1754,2.61068E-05,2.78678E-05
1755,2.96961E-05,2.72704E-05
1756,3.60057E-05,3.62461E-05
1757,3.68957E-05,4.07875E-05
1758,3.21189E-05,2.87735E-05
1759,3.45725E-05,3.67067E-05
1760,2.93377E-05,2.92859E-05
1761,3.02429E-05,2.80552E-05
1762,2.60002E-05,2.79333E-05
1763,3.24715E-05,3.00783E-05
1764,2.97858E-05,2.73724E-05
1765,2.73611E-05,2.67424E-05
1766,3.17275E-05,2.99476E-05
1767,3.01289E-05,2.70779E-05
1768,2.88858E-05,2.73368E-05
1769,4.2584E-05,4.39568E-05
1770,3.03179E-05,2.76628E-05
1771,2.54207E-05,2.81721E-05
1772,2.82762E-05,3.10301E-05
1773,2.45896E-05,2.82745E-05
1774,3.26205E-05,2.82809E-05
1775,2.96567E-05,3.44217E-05
1776,3.02679E-05,2.904E-05
1777,3.13553E-05,2.72318E-05
1778,2.87772E-05,2.80806E-05
1779,3.15499E-05,2.93873E-05
1780,2.85997E-05,3.10341E-05
1781,3.20437E-05,2.93862E-05
1782,2.52397E-05,2.78419E-05
1783,3.02427E-05,2.96328E-05
1784,3.35283E-05,3.25261E-05
1785,2.51787E-05,2.77014E-05
1786,2.59972E-05,2.77696E-05
1787,2.94511E-05,2.83875E-05
1788,3.17949E-05,3.22637E-05
1789,3.08817E-05,3.18393E-05
1790,2.70548E-05,2.73879E-05
1791,3.20059E-05,2.68382E-05
1792,2.88282E-05,2.67467E-05
1793,2.62272E-05,2.7695E-05
1794,2.89726E-05,2.74235E-05
1795,3.26299E-05,3.20305E-05
1796,2.69302E-05,2.77206E-05
1797,3.63895E-05,3.54788E-05
1798,3.06784E-05,2.93479E-05
1799,3.02755E-05,2.74328E-05
1800,3.52507E-05,3.34057E-05
1801,2.55204E-05,2.94854E-05
1802,2.79819E-05,2.68297E-05
1803,2.76816E-05,2.65638E-05
1804,3.12248E-05,2.6501E-05
1805,3.1313E-05,3.11946E-05
1806,3.0085E-05,2.74143E-05
1807,2.70934E-05,2.84165E-05
1808,3.13576E-05,3.33648E-05
1809,2.65931E-05,2.75201E-05
1810,3.53731E-05,3.22511E-05
1811,3.02319E-05,3.02514E-05
1812,4.37797E-05,4.40236E-05
1813,3.56762E-05,3.7966E-05
1814,3.52198E-05,3.47587E-05
1815,4.44637E-05,4.37335E-05
1816,3.20573E-05,3.49075E-05
1817,3.60422E-05,4.28941E-05
1818,5.02722E-05,5.4794E-05
1819,3.252E-05,3.10707E-05
1820,2.60616E-05,2.78628E-05
1821,3.03576E-05,3.2344E-05
1822,2.74325E-05,2.77437E-05
1823,3.34356E-05,2.98483E-05
1824,2.82317E-05,2.96354E-05
1825,2.97084E-05,2.7304E-05
1826,3.82658E-05,3.54345E-05
1827,3.44174E-05,3.19192E-05
1828,2.56032E-05,2.80412E-05
1829,3.36621E-05,3.31621E-05
1830,2.84474E-05,3.02128E-05
1831,3.34791E-05,3.27265E-05
1832,3.56394E-05,3.64723E-05
1833,2.98221E-05,3.09628E-05
1834,2.81273E-05,2.83937E-05
1835,2.65273E-05,2.9363E-05
1836,3.26358E-05,3.12467E-05
1837,3.09308E-05,3.06508E-05
1838,2.96796E-05,2.78251E-05
1839,3.17594E-05,3.03968E-05
1840,3.7831E-05,3.31733E-05
1841,2.56437E-05,2.84696E-05
1842,2.74699E-05,2.77851E-05
1843,2.88717E-05,2.87087E-05
1844,3.05595E-05,3.15619E-05
1845,3.36944E-05,2.89388E-05
1846,3.71286E-05,3.70226E-05
1847,3.34867E-05,3.4589E-05
1848,3.64246E-05,4.04034E-05
1849,3.66963E-05,3.76482E-05
1850,3.04633E-05,2.88548E-05
1851,2.67302E-05,2.68226E-05
1852,2.57663E-05,2.69766E-05
1853,2.98682E-05,2.65732E-05
1854,2.74703E-05,2.84475E-05
1855,2.9216E-05,3.01428E-05
1856,2.75161E-05,2.6743E-05
1857,3.15923E-05,2.93035E-05
1858,2.52865E-05,2.74401E-05
1859,3.31323E-05,3.18344E-05
1860,2.75309E-05,3.29275E-05
1861,2.42147E-05,2.76013E-05
1862,3.29531E-05,2.86716E-05
1863,3.1368E-05,3.20142E-05
1864,2.68032E-05,2.69814E-05
1865,2.74836E-05,2.70202E-05
1866,2.8633E-05,2.68218E-05
1867,2.76007E-05,2.68619E-05
1868,3.28325E-05,3.11962E-05
1869,3.0075E-05,2.89589E-05
1870,2.66479E-05,2.80149E-05
1871,3.81101E-05,3.5936E-05
1872,3.2705E-05,3.0294E-05
1873,2.96556E-05,2.73074E-05
1874,2.71618E-05,2.81344E-05
1875,2.29752E-05,2.80859E-05
1876,4.02872E-05,3.85349E-05
1877,3.96459E-05,3.74237E-05
1878,2.8293E-05,3.00359E-05
1879,2.75826E-05,2.6278E-05
1880,3.2181E-05,2.9471E-05
1881,3.38549E-05,3.15184E-05
1882,4.61024E-05,4.38365E-05
1883,2.81143E-05,2.67694E-05
1884,2.65217E-05,2.86621E-05
1885,2.85449E-05,2.67092E-05
1886,3.33691E-05,3.44622E-05
1887,3.25807E-05,3.05241E-05
1888,3.2129E-05,2.69554E-05
1889,3.00855E-05,3.11266E-05
1890,2.7839E-05,2.74942E-05
1891,3.1971E-05,2.94633E-05
1892,3.34996E-05,3.05726E-05
1893,2.69068E-05,2.53896E-05
1894,3.50589E-05,3.30589E-05
1895,2.78472E-05,2.61248E-05
1896,2.72803E-05,3.01205E-05
1897,2.93009E-05,2.91746E-05
1898,2.74402E-05,2.87675E-05
1899,2.92469E-05,2.69887E-05
1900,2.84412E-05,2.76056E-05
1901,2.64695E-05,2.67028E-05
1902,2.97587E-05,2.66237E-05
1903,2.50213E-05,2.67322E-05
1904,3.77898E-05,3.34634E-05
1905,2.84137E-05,2.62871E-05
1906,2.53904E-05,2.70568E-05
1907,2.97161E-05,2.80348E-05
1908,2.94991E-05,2.67327E-05
1909,3.56157E-05,3.11849E-05
1910,3.34346E-05,3.26045E-05
1911,2.63264E-05,2.61401E-05
1912,2.51201E-05,2.64153E-05
1913,2.80358E-05,2.72319E-05
1914,2.88765E-05,2.58321E-05
1915,2.85176E-05,2.67621E-05
1916,2.98874E-05,2.77851E-05
1917,2.53962E-05,2.60719E-05
1918,2.43883E-05,2.56605E-05
1919,2.80332E-05,2.55014E-05
1920,2.94347E-05,2.56828E-05
1921,2.56588E-05,2.58083E-05
1922,2.9314E-05,3.06278E-05
1923,2.86109E-05,2.69515E-05
1924,2.64818E-05,2.79295E-05
1925,2.65445E-05,2.71292E-05
1926,3.91886E-05,3.77365E-05
1927,3.6973E-05,3.84598E-05
1928,3.60872E-05,3.44146E-05
1929,3.57598E-05,3.51196E-05
1930,3.29883E-05,3.35425E-05
1931,3.6695E-05,3.87824E-05
1932,2.77282E-05,2.68387E-05
1933,2.56277E-05,2.70461E-05
1934,2.8419E-05,2.67922E-05
1935,2.39487E-05,2.7917E-05
1936,2.61846E-05,2.74893E-05
1937,3.30112E-05,2.75496E-05
1938,2.6898E-05,3.02696E-05
1939,3.32085E-05,3.04011E-05
1940,2.55912E-05,2.61781E-05
1941,2.91022E-05,3.11069E-05
1942,2.81945E-05,3.11858E-05
1943,2.66646E-05,3.02775E-05
1944,3.10376E-05,2.94897E-05
1945,3.42001E-05,3.26057E-05
1946,2.98444E-05,2.66355E-05
1947,2.92904E-05,2.68696E-05
1948,2.7332E-05,2.66888E-05
1949,2.94372E-05,2.70457E-05
1950,2.53787E-05,2.60757E-05
1951,2.77509E-05,2.93963E-05
1952,2.61224E-05,2.5676E-05
1953,2.5428E-05,2.65871E-05
1954,3.1185E-05,2.66128E-05
1955,2.33802E-05,2.59751E-05
1956,2.67277E-05,2.63404E-05
1957,3.90568E-05,3.76553E-05
1958,2.50892E-05,2.71681E-05
1959,2.45917E-05,2.6098E-05
1960,2.89447E-05,2.73019E-05
1961,2.93615E-05,2.62785E-05
1962,3.88915E-05,3.70191E-05
1963,2.85414E-05,2.82344E-05
1964,3.05373E-05,2.67889E-05
1965,2.85018E-05,2.66363E-05
1966,2.60031E-05,2.58012E-05
1967,3.60067E-05,3.32899E-05
1968,2.7653E-05,2.62237E-05
1969,3.34534E-05,2.88468E-05
1970,2.61233E-05,2.51045E-05
1971,2.9387E-05,2.58462E-05
1972,2.80044E-05,2.57638E-05
1973,2.98759E-05,2.47402E-05
1974,2.89656E-05,2.52723E-05
1975,2.61302E-05,2.57229E-05
1976,2.70434E-05,2.47998E-05
1977,3.30116E-05,2.81679E-05
1978,2.67622E-05,2.45166E-05
1979,4.0163E-05,3.36388E-05
1980,3.81693E-05,3.56539E-05
1981,3.224E-05,2.77291E-05
1982,3.25391E-05,3.12481E-05
1983,2.75986E-05,2.56141E-05
1984,3.44824E-05,3.14979E-05
1985,2.73896E-05,2.78147E-05
1986,2.79535E-05,2.51066E-05
1987,3.25902E-05,2.76083E-05
1988,2.70191E-05,2.60636E-05
1989,2.78607E-05,2.74437E-05
1990,2.79264E-05,3.14966E-05
1991,2.96503E-05,2.96056E-05
1992,2.76389E-05,2.78569E-05
1993,2.67392E-05,2.69215E-05
1994,2.66882E-05,2.84519E-05
1995,3.23426E-05,3.0308E-05
1996,2.62276E-05,2.83542E-05
1997,2.68752E-05,2.70653E-05
1998,2.86927E-05,2.78123E-05
1999,2.83744E-05,2.88151E-05
2000,2.62336E-05,2.74482E-05
2001,2.789E-05,2.98184E-05
2002,2.6997E-05,2.9904E-05
2003,2.83688E-05,2.79212E-05
2004,3.26406E-05,2.77386E-05
2005,3.08349E-05,2.76033E-05
2006,3.03681E-05,2.7436E-05
2007,2.66823E-05,2.74604E-05
2008,3.04352E-05,2.68237E-05
2009,2.31624E-05,2.67118E-05
2010,3.81423E-05,3.36161E-05
2011,2.8477E-05,2.69657E-05
2012,2.4689E-05,2.65541E-05
2013,3.04754E-05,2.69228E-05
2014,3.39147E-05,3.07023E-05
2015,3.45175E-05,3.46597E-05
2016,4.46181E-05,3.96697E-05
2017,4.22052E-05,3.61431E-05
2018,2.65052E-05,2.59522E-05
2019,3.06184E-05,2.85089E-05
2020,2.6591E-05,2.68171E-05
2021,2.7117E-05,2.87007E-05
2022,3.17243E-05,3.06463E-05
2023,2.72669E-05,2.66081E-05
2024,3.09024E-05,2.89688E-05
2025,2.92746E-05,2.64808E-05
2026,2.75468E-05,2.69067E-05
2027,2.86427E-05,2.83708E-05
2028,3.03508E-05,2.80522E-05
2029,3.18476E-05,3.17873E-05
2030,4.16674E-05,4.09507E-05
2031,3.03293E-05,3.47767E-05
2032,3.12839E-05,2.75976E-05
2033,3.20938E-05,2.7487E-05
2034,2.89564E-05,2.80905E-05
2035,3.33235E-05,2.97655E-05
2036,2.84339E-05,2.69152E-05
2037,3.03562E-05,2.9225E-05
2038,3.21937E-05,3.07081E-05
2039,3.03545E-05,2.66835E-05
2040,2.78906E-05,2.71189E-05
2041,2.79144E-05,2.85446E-05
2042,3.12054E-05,3.22943E-05
2043,2.60729E-05,2.66611E-05
2044,3.06832E-05,2.74075E-05
2045,2.27062E-05,2.60943E-05
2046,2.52121E-05,2.80574E-05
2047,2.75958E-05,2.59221E-05
2048,3.97738E-05,3.81906E-05
2049,2.71827E-05,2.75679E-05
2050,3.11081E-05,3.11525E-05
2051,3.37434E-05,2.74724E-05
2052,3.37054E-05,3.3012E-05
2053,3.9968E-05,4.06394E-05
2054,3.00746E-05,3.13839E-05
2055,2.73129E-05,2.73662E-05
2056,2.88662E-05,2.86387E-05
2057,4.2516E-05,4.37684E-05
2058,3.73322E-05,3.47385E-05
2059,2.43694E-05,2.81051E-05
2060,2.83066E-05,3.11653E-05
2061,2.67373E-05,2.79933E-05
2062,2.82879E-05,2.93858E-05
2063,3.5271E-05,3.71434E-05
2064,2.51689E-05,2.86695E-05
2065,3.2129E-05,3.1136E-05
2066,2.7115E-05,2.92633E-05
2067,2.73853E-05,2.62138E-05
2068,2.37194E-05,2.65032E-05
2069,3.05284E-05,2.66601E-05
2070,2.54603E-05,2.81789E-05
2071,3.23463E-05,2.71171E-05
2072,2.79142E-05,2.74455E-05
2073,2.46174E-05,3.12121E-05
2074,2.83653E-05,2.75291E-05
2075,3.09872E-05,2.87344E-05
2076,2.57417E-05,2.78068E-05
2077,2.80149E-05,2.67838E-05
2078,3.12153E-05,2.98454E-05
2079,2.53384E-05,2.7235E-05
2080,2.76812E-05,2.89967E-05
2081,2.57431E-05,2.96022E-05
2082,2.9381E-05,2.79527E-05
2083,2.67053E-05,2.83275E-05
2084,2.77165E-05,2.81918E-05
2085,3.01474E-05,2.96483E-05
2086,3.79002E-05,3.55446E-05
2087,2.82212E-05,2.64387E-05
2088,2.52361E-05,2.67326E-05
2089,3.38982E-05,3.25134E-05
2090,2.82751E-05,2.78632E-05
2091,2.62877E-05,2.67422E-05
2092,3.00026E-05,3.01844E-05
2093,3.0401E-05,2.80051E-05
2094,2.51294E-05,2.77303E-05
2095,2.65443E-05,2.6649E-05
2096,2.6868E-05,2.6637E-05
2097,3.20456E-05,2.97265E-05
2098,2.48668E-05,2.64498E-05
2099,2.35366E-05,2.79017E-05
2100,2.97646E-05,2.62593E-05
2101,2.4553E-05,2.62271E-05
2102,2.87712E-05,2.71178E-05
2103,2.93987E-05,2.69894E-05
2104,2.7733E-05,2.79896E-05
2105,2.92609E-05,2.90172E-05
2106,2.92166E-05,2.94959E-05
2107,2.78645E-05,3.09372E-05
2108,3.53921E-05,3.37614E-05
2109,3.44139E-05,3.33114E-05
2110,2.99315E-05,2.64378E-05
2111,3.04404E-05,2.59646E-05
2112,4.33756E-05,3.97179E-05
2113,2.63462E-05,2.73069E-05
2114,3.15765E-05,3.40382E-05
2115,2.90676E-05,2.69409E-05
2116,2.71568E-05,2.73654E-05
2117,2.80837E-05,2.67109E-05
2118,2.66007E-05,2.7033E-05
2119,2.47537E-05,2.63912E-05
2120,2.57263E-05,2.81873E-05
2121,3.48213E-05,3.95566E-05
2122,3.00017E-05,3.28333E-05
2123,2.76737E-05,2.76196E-05
2124,3.14326E-05,3.0557E-05
2125,2.91493E-05,2.71217E-05
2126,2.59667E-05,2.66233E-05
2127,2.61618E-05,2.59636E-05
2128,2.9959E-05,2.69613E-05
2129,3.50028E-05,3.05191E-05
2130,3.18852E-05,2.88511E-05
2131,2.82528E-05,2.6184E-05
2132,3.02567E-05,2.57123E-05
2133,3.25591E-05,3.12985E-05
2134,2.57455E-05,2.58839E-05
2135,2.8648E-05,2.82937E-05
2136,3.04E-05,2.64598E-05
2137,3.1461E-05,2.68736E-05
2138,3.33585E-05,2.69591E-05
2139,2.74751E-05,2.58889E-05
2140,3.22242E-05,2.78995E-05
2141,3.51612E-05,3.37955E-05
2142,3.1876E-05,2.99419E-05
2143,2.78188E-05,2.76403E-05
2144,3.07263E-05,2.87574E-05
2145,2.51069E-05,2.61381E-05
2146,2.75541E-05,2.71816E-05
2147,2.93176E-05,2.62136E-05
2148,3.70754E-05,3.05834E-05
2149,2.55139E-05,2.56002E-05
2150,2.74889E-05,2.55073E-05
2151,2.34126E-05,2.61829E-05
2152,3.0049E-05,3.05583E-05
2153,2.68756E-05,2.95137E-05
2154,2.75745E-05,2.90953E-05
2155,2.71884E-05,2.68478E-05
2156,2.33525E-05,2.71048E-05
2157,2.68564E-05,2.6596E-05
2158,2.69898E-05,2.65177E-05
2159,2.64199E-05,2.90409E-05
2160,2.85382E-05,2.67401E-05
2161,2.89251E-05,2.72971E-05
2162,2.94773E-05,2.73432E-05
2163,3.13988E-05,3.42499E-05
2164,3.07969E-05,2.65157E-05
2165,3.10189E-05,2.63516E-05
2166,2.82651E-05,2.6122E-05
2167,2.49963E-05,2.87793E-05
2168,2.16284E-05,2.64653E-05
2169,3.95063E-05,3.59787E-05
2170,2.72233E-05,2.58171E-05
2171,2.84735E-05,2.86115E-05
2172,2.75622E-05,3.04114E-05
2173,2.69564E-05,2.59676E-05
2174,2.96122E-05,2.65073E-05
2175,2.67424E-05,2.62655E-05
2176,2.89073E-05,2.8351E-05
2177,2.73337E-05,2.62712E-05
2178,2.759E-05,2.64515E-05
2179,3.10768E-05,2.92441E-05
2180,2.67183E-05,2.6816E-05
2181,2.58236E-05,2.65173E-05
2182,3.23216E-05,3.02775E-05
2183,3.30839E-05,3.01751E-05
2184,2.5606E-05,3.02031E-05
2185,2.78211E-05,2.93455E-05
2186,2.43661E-05,2.7549E-05
2187,2.8237E-05,2.70604E-05
2188,2.95729E-05,3.15383E-05
2189,2.47861E-05,2.71589E-05
2190,2.83229E-05,3.01933E-05
2191,3.47493E-05,3.62632E-05
2192,3.38351E-05,2.97571E-05
2193,2.84965E-05,2.85611E-05
2194,3.31532E-05,2.83021E-05
2195,2.82086E-05,2.73719E-05
2196,2.37569E-05,2.8313E-05
2197,2.88262E-05,2.95687E-05
2198,2.64654E-05,2.82315E-05
2199,2.84006E-05,3.01625E-05
2200,3.08079E-05,3.17057E-05
2201,2.72056E-05,2.70813E-05
2202,3.55022E-05,3.69096E-05
2203,2.65015E-05,2.62372E-05
2204,3.2664E-05,2.68567E-05
2205,3.01062E-05,2.6028E-05
2206,2.44196E-05,2.78365E-05
2207,3.21671E-05,3.55999E-05
2208,2.65398E-05,2.61396E-05
2209,3.26587E-05,3.57072E-05
2210,3.41831E-05,3.793E-05
2211,3.46665E-05,3.13021E-05
2212,3.00814E-05,2.91453E-05
2213,2.77253E-05,2.6503E-05
2214,2.75558E-05,2.64843E-05
2215,2.83934E-05,2.92257E-05
2216,2.78459E-05,2.96093E-05
2217,2.71554E-05,2.63799E-05
2218,2.61225E-05,2.59633E-05
2219,2.80795E-05,2.69955E-05
2220,2.6366E-05,2.67224E-05
2221,3.25105E-05,3.31413E-05
2222,2.95467E-05,2.76293E-05
2223,2.61778E-05,2.66979E-05
2224,2.98236E-05,2.55782E-05
2225,2.32649E-05,2.75727E-05
2226,2.69198E-05,2.8178E-05
2227,2.50412E-05,2.63379E-05
2228,2.87492E-05,2.65618E-05
2229,2.51878E-05,2.60876E-05
2230,2.50631E-05,2.61313E-05
2231,3.1212E-05,2.98885E-05
2232,2.7166E-05,2.7435E-05
2233,3.16275E-05,2.71129E-05
2234,2.93509E-05,2.80918E-05
2235,2.43579E-05,2.66168E-05
2236,2.68526E-05,2.66718E-05
2237,2.72154E-05,2.69964E-05
2238,2.39762E-05,2.72287E-05
2239,2.82721E-05,2.89936E-05
2240,2.88275E-05,2.66145E-05
2241,2.37593E-05,2.65545E-05
2242,3.45291E-05,3.07847E-05
2243,2.95976E-05,2.99181E-05
2244,2.3634E-05,2.6358E-05
2245,2.87924E-05,2.98069E-05
2246,2.82685E-05,2.62031E-05
2247,2.77161E-05,2.62551E-05
2248,3.01004E-05,3.13576E-05
2249,2.98494E-05,2.61889E-05
2250,2.65863E-05,2.66279E-05
2251,2.90603E-05,3.00938E-05
2252,2.38185E-05,2.74496E-05
2253,2.5531E-05,2.77855E-05
2254,2.59702E-05,2.96601E-05
2255,2.79772E-05,3.01476E-05
2256,2.86984E-05,2.80573E-05
2257,2.86306E-05,3.13155E-05
2258,2.63553E-05,2.67377E-05
2259,3.21255E-05,3.00403E-05
2260,3.6936E-05,3.35477E-05
2261,2.50529E-05,2.76787E-05
2262,3.26339E-05,3.07982E-05
2263,2.81977E-05,3.14686E-05
2264,2.61536E-05,2.65745E-05
2265,2.89881E-05,2.73134E-05
2266,2.84714E-05,2.94414E-05
2267,2.73042E-05,2.67203E-05
2268,2.41225E-05,2.8708E-05
2269,2.40756E-05,2.65127E-05
2270,2.41388E-05,2.65272E-05
2271,3.6893E-05,3.64896E-05
2272,3.50341E-05,3.42023E-05
2273,2.54828E-05,2.65038E-05
2274,3.67319E-05,3.7896E-05
2275,3.69976E-05,3.25834E-05
2276,2.6614E-05,2.66095E-05
2277,3.12368E-05,2.58765E-05
2278,3.08111E-05,2.65007E-05
2279,3.06356E-05,3.23914E-05
2280,3.62582E-05,3.54978E-05
2281,2.86616E-05,2.69467E-05
2282,3.39864E-05,3.69449E-05
2283,2.43829E-05,2.72922E-05
2284,2.46045E-05,2.82785E-05
2285,3.44358E-05,3.03239E-05
2286,2.64546E-05,2.88269E-05
2287,2.84152E-05,3.03178E-05
2288,2.96009E-05,3.1617E-05
2289,2.61822E-05,2.68267E-05
2290,2.46144E-05,2.80703E-05
2291,2.72606E-05,2.82869E-05
2292,2.28347E-05,2.71941E-05
2293,3.02038E-05,2.97918E-05
2294,3.9802E-05,3.90814E-05
2295,3.11957E-05,3.3311E-05
2296,2.44867E-05,2.60738E-05
2297,3.72955E-05,3.26894E-05
2298,3.46238E-05,3.31228E-05
2299,2.34395E-05,2.6386E-05
2300,2.84428E-05,3.11071E-05
2301,3.05693E-05,2.69076E-05
2302,2.48746E-05,2.6336E-05
2303,2.46237E-05,2.73026E-05
2304,2.66977E-05,3.06866E-05
2305,2.59728E-05,2.92153E-05
2306,2.63747E-05,2.91436E-05
2307,2.51152E-05,2.75646E-05
2308,2.81344E-05,2.96089E-05
2309,3.12691E-05,2.78866E-05
2310,3.15733E-05,2.91799E-05
2311,4.05404E-05,3.99203E-05
