Epoch,Training_errors,Validation_errors
298,0.000878557,0.000831943
299,0.00090484,0.000848288
300,0.000902722,0.000825597
301,0.000825622,0.000831308
302,0.000879417,0.000818329
303,0.000864455,0.000864948
304,0.001021525,0.000812557
305,0.000990815,0.000816351
306,0.000889557,0.000801355
307,0.000856541,0.00080935
308,0.000809195,0.000806463
309,0.000895776,0.000827079
310,0.000832216,0.000794371
311,0.000848911,0.000805024
312,0.000785887,0.000790707
313,0.000941065,0.000814971
314,0.000881132,0.000797208
315,0.000819197,0.000790474
316,0.000871277,0.000787629
317,0.000747553,0.00077674
318,0.000810179,0.000784648
319,0.000858292,0.00077137
320,0.00085495,0.000763817
321,0.000941859,0.000819921
322,0.000875136,0.00078226
323,0.000858669,0.000761564
324,0.000840107,0.000753542
325,0.000718624,0.000744938
326,0.000766575,0.000744482
327,0.000766831,0.000740433
328,0.000810945,0.000738834
329,0.000858175,0.000747192
330,0.000749656,0.000731471
331,0.000869685,0.000729694
332,0.000777916,0.000719153
333,0.00077395,0.0007246
334,0.000712513,0.000734311
335,0.000722037,0.000714068
336,0.000813236,0.000708681
337,0.000796059,0.000700337
338,0.000805502,0.000714672
339,0.000763491,0.000695948
340,0.000799147,0.000689979
341,0.0006931,0.000701496
342,0.000725246,0.000721673
343,0.000697815,0.000686531
344,0.000662381,0.000688508
345,0.000772168,0.000681753
346,0.000700054,0.000698863
347,0.000728826,0.00067708
348,0.000677515,0.000679977
349,0.000824461,0.000693774
350,0.000694296,0.000676465
351,0.000750157,0.000668345
352,0.000732281,0.000685849
353,0.00071841,0.000664105
354,0.000672947,0.000689836
355,0.000639307,0.000683908
356,0.000699092,0.000659489
357,0.000690899,0.000658063
358,0.000667111,0.000676652
359,0.000708814,0.000656522
360,0.000662883,0.000661187
361,0.000760845,0.000671974
362,0.000666947,0.000651898
363,0.000666351,0.00065011
364,0.000707779,0.00064758
365,0.000671911,0.000645744
366,0.000662675,0.000685977
367,0.000713472,0.000689791
368,0.000639561,0.000651638
369,0.000591999,0.000637538
370,0.000697831,0.000637955
371,0.000731709,0.000664205
372,0.000676026,0.000646028
373,0.000672888,0.000666961
374,0.000610375,0.000625456
375,0.000640849,0.000642639
376,0.000740111,0.000622284
377,0.000721798,0.000619686
378,0.000653435,0.000616321
379,0.000700522,0.00061097
380,0.000628407,0.000624583
381,0.000652354,0.000615401
382,0.000674616,0.000692053
383,0.0006831,0.000615064
384,0.000654889,0.000601148
385,0.000642939,0.00060933
386,0.000640916,0.000607023
387,0.000597204,0.00060481
388,0.000633168,0.000594692
389,0.000631161,0.000606901
390,0.000611194,0.000619519
391,0.00062512,0.000589877
392,0.000586227,0.000587717
393,0.000594139,0.000603521
394,0.000620954,0.000604372
395,0.000690037,0.000590762
396,0.000660603,0.000608898
397,0.000650374,0.000582194
398,0.000648352,0.000581969
399,0.000597598,0.00058078
400,0.000655441,0.000570963
401,0.00062726,0.000567603
402,0.000580721,0.000575772
403,0.000555926,0.000566043
404,0.000551638,0.000561993
405,0.000601608,0.000559846
406,0.000612805,0.000573849
407,0.000639776,0.000615037
408,0.000730069,0.00056897
409,0.000622893,0.000552985
410,0.000608794,0.000559075
411,0.000534909,0.000557379
412,0.000542412,0.000548729
413,0.000696488,0.000540866
414,0.000599665,0.000546171
415,0.000577638,0.000580474
416,0.000588876,0.000546869
417,0.000587342,0.000540579
418,0.000617691,0.000528489
419,0.000614758,0.000552147
420,0.000520479,0.000525026
421,0.000533668,0.000522889
422,0.000638712,0.00052404
423,0.000543367,0.000518035
424,0.000522917,0.000514275
425,0.000500624,0.000535789
426,0.000625683,0.000514491
427,0.000559846,0.000510182
428,0.000547495,0.00051147
429,0.000507195,0.000536365
430,0.000510953,0.000551054
431,0.000536383,0.000552439
432,0.000561554,0.000510925
433,0.000488752,0.000498938
434,0.000545196,0.000500215
435,0.000561359,0.000520049
436,0.00054854,0.000493572
437,0.000508824,0.00051382
438,0.00046102,0.000493506
439,0.000479323,0.000512541
440,0.000498884,0.000494533
441,0.000525565,0.000488025
442,0.000500178,0.000489731
443,0.000556474,0.000487533
444,0.00047111,0.000482251
445,0.000509364,0.000496411
446,0.000469319,0.000478
447,0.000628128,0.000492006
448,0.00053893,0.000478163
449,0.000472189,0.000538401
450,0.000557417,0.000504187
451,0.000656433,0.000540097
452,0.000469004,0.000485687
453,0.000557444,0.000468213
454,0.000480931,0.000478258
455,0.00046533,0.000484143
456,0.000495585,0.000475593
457,0.000430632,0.000466525
458,0.000589482,0.000470511
459,0.000563364,0.00046345
460,0.000459001,0.0004624
461,0.000470425,0.000516015
462,0.000500357,0.000494944
463,0.000504193,0.000463078
464,0.000455467,0.000472155
465,0.000504691,0.000471291
466,0.000450697,0.000460136
467,0.00047767,0.000464733
468,0.000467742,0.000457887
469,0.000454789,0.000463758
470,0.000484501,0.000509755
471,0.000458743,0.00045726
472,0.000443723,0.00049274
473,0.00050216,0.000449206
474,0.000458242,0.000450153
475,0.000479762,0.000482982
476,0.000493015,0.000480022
477,0.000515752,0.000472982
478,0.000478168,0.000467155
479,0.000444811,0.000459344
480,0.000419322,0.000450419
481,0.000465189,0.000507024
482,0.000462026,0.000439476
483,0.000476637,0.000444795
484,0.000440646,0.00044413
485,0.000466006,0.000440445
486,0.000437375,0.000433195
487,0.000478276,0.000442629
488,0.000488026,0.000432471
489,0.000428914,0.000427968
490,0.000481111,0.000426334
491,0.000466299,0.000437481
492,0.00050575,0.000431637
493,0.000479695,0.000500189
494,0.000455393,0.000424501
495,0.000500704,0.000423602
496,0.000453627,0.000416883
497,0.000412107,0.000424075
498,0.000486039,0.000424681
499,0.000383681,0.000418257
500,0.000460426,0.0004314
501,0.00043709,0.000444887
502,0.000504314,0.000436136
503,0.000393588,0.000445947
504,0.000419955,0.000412502
505,0.000485274,0.000434763
506,0.000527567,0.00052357
507,0.00048391,0.000483755
508,0.000500924,0.000415825
509,0.000451829,0.000447495
510,0.000475281,0.000428102
511,0.000462929,0.000444926
512,0.000462945,0.00044069
513,0.000451691,0.000505266
514,0.000452301,0.000505694
515,0.000460064,0.000435925
516,0.000358128,0.00040711
517,0.000466447,0.000479323
518,0.000431124,0.000444932
519,0.00039484,0.000403906
520,0.000385936,0.0004014
521,0.000407,0.000409101
522,0.00039927,0.000399071
523,0.000406856,0.00039855
524,0.000405204,0.000449324
525,0.000384649,0.000415295
526,0.000364671,0.000405941
527,0.000396183,0.000394624
528,0.000403608,0.000391969
529,0.000425559,0.000399613
530,0.000348464,0.000401224
531,0.000455573,0.000390288
532,0.000395449,0.00039129
533,0.000420905,0.000403642
534,0.000371307,0.000413938
535,0.000418138,0.000426154
536,0.000472179,0.00038683
537,0.000371481,0.000387313
538,0.000492484,0.00040803
539,0.000383509,0.000389068
540,0.000377012,0.00038386
541,0.000402228,0.000380648
542,0.000396269,0.000385443
543,0.000372166,0.000389174
544,0.000323004,0.000384478
545,0.000448223,0.000377311
546,0.000388054,0.000375716
547,0.000388124,0.000375044
548,0.000366975,0.000378646
549,0.00041889,0.000403499
550,0.000333821,0.000377199
551,0.000380244,0.000377707
552,0.000427017,0.000387544
553,0.000392825,0.000369679
554,0.000359739,0.000369613
555,0.000353077,0.000396873
556,0.000350415,0.000369816
557,0.000360129,0.000374313
558,0.000335916,0.000372865
559,0.000379732,0.000368835
560,0.000339767,0.000366081
561,0.000344876,0.000364971
562,0.000334469,0.000365297
563,0.00044902,0.000396039
564,0.000448483,0.000401206
565,0.000377952,0.000385501
566,0.000372821,0.000360205
567,0.000369811,0.000361377
568,0.0003922,0.000358203
569,0.000374398,0.000359701
570,0.000351417,0.000370569
571,0.000397759,0.000355965
572,0.000317886,0.00035592
573,0.000359151,0.000355684
574,0.000420397,0.00035718
575,0.000369536,0.000354298
576,0.000366757,0.000366202
577,0.000359125,0.00038897
578,0.000458698,0.000418771
579,0.000403034,0.000367164
580,0.000363985,0.000379183
581,0.000377566,0.000382796
582,0.000375261,0.000352646
583,0.000327917,0.000355296
584,0.00041475,0.000366685
585,0.000406023,0.000365724
586,0.000386682,0.000372569
587,0.000355777,0.000363525
588,0.000351532,0.000356836
589,0.000332767,0.000367734
590,0.000361235,0.000369523
591,0.000348111,0.000349013
592,0.000399352,0.000354411
593,0.000370669,0.000419511
594,0.000341802,0.000362489
595,0.00032081,0.000349878
596,0.00034164,0.000349445
597,0.000341382,0.000360905
598,0.000382279,0.00034109
599,0.000386518,0.000347066
600,0.000305054,0.000353343
601,0.000354618,0.000351817
602,0.000347645,0.000345316
603,0.000372729,0.000377686
604,0.00034239,0.000387867
605,0.000364106,0.000343503
606,0.000357828,0.000389936
607,0.000467873,0.000486633
608,0.000537443,0.000584464
609,0.000344273,0.000337234
610,0.000433484,0.000387541
611,0.000410172,0.000380344
612,0.000327263,0.000328296
613,0.000327404,0.000331036
614,0.000355538,0.000328379
615,0.000362651,0.000354127
616,0.000376104,0.000374941
617,0.000392375,0.000332542
618,0.000352125,0.000355095
619,0.000347868,0.00032756
620,0.000335214,0.000327226
621,0.000341982,0.000333408
622,0.000396535,0.000364357
623,0.00036377,0.000350645
624,0.000322218,0.000374978
625,0.000332507,0.000352536
626,0.000292644,0.000343334
627,0.000307115,0.000331847
628,0.00041028,0.000387961
629,0.000358745,0.000348263
630,0.000342475,0.000335792
631,0.000278353,0.00032914
632,0.000302621,0.000329878
633,0.000362959,0.000326651
634,0.000308618,0.000339098
635,0.000356193,0.000324943
636,0.000322577,0.000323462
637,0.000333744,0.000338853
638,0.000341606,0.000355837
639,0.000303562,0.000332369
640,0.000314223,0.000332606
641,0.000350413,0.000353419
642,0.000395802,0.000403032
643,0.000349229,0.00035232
644,0.000321229,0.000330649
645,0.000302378,0.000333899
646,0.000378217,0.00033878
647,0.000331782,0.000330727
648,0.000349389,0.000317899
649,0.000348743,0.000325998
650,0.000308868,0.000323932
651,0.000286161,0.000317745
652,0.000450949,0.000430806
653,0.000373172,0.00035991
654,0.00035678,0.000363292
655,0.000302082,0.000314503
656,0.000315705,0.000313126
657,0.000304195,0.000310388
658,0.000317536,0.000313638
659,0.000363448,0.000337483
660,0.000368539,0.000357467
661,0.000310405,0.000312596
662,0.000395436,0.000342084
663,0.000331513,0.000326301
664,0.000345783,0.000315305
665,0.000319239,0.000333818
666,0.000339763,0.000314776
667,0.000295685,0.000309178
668,0.000337117,0.000358134
669,0.000319547,0.000313676
670,0.000294677,0.00030986
671,0.000278009,0.000307201
672,0.000298239,0.000307984
673,0.000431715,0.000433911
674,0.000378526,0.000385759
675,0.000294889,0.000307814
676,0.00031712,0.000308379
677,0.000323133,0.000308296
678,0.000320666,0.000347526
679,0.000390699,0.000337571
680,0.000312682,0.000330697
681,0.000414448,0.00042477
682,0.000392094,0.00039074
683,0.0002687,0.000300549
684,0.000302622,0.000316268
685,0.000267515,0.00030276
686,0.000329038,0.000327304
687,0.000362748,0.000323398
688,0.000342405,0.000319469
689,0.000309603,0.0002965
690,0.000303483,0.000306397
691,0.000314713,0.000327382
692,0.000256411,0.000300222
693,0.000334559,0.000310305
694,0.00027084,0.000299903
695,0.000312087,0.000324816
696,0.000293197,0.000341877
697,0.000278346,0.000299166
698,0.000298016,0.000307969
699,0.000344359,0.000349157
700,0.000331975,0.000344459
701,0.000292697,0.000297601
702,0.000307062,0.000300816
703,0.00035338,0.000306703
704,0.000339916,0.000335342
705,0.000264636,0.000302995
706,0.000304279,0.000314859
707,0.000345199,0.000322442
708,0.000315481,0.000314642
709,0.000362562,0.000360123
710,0.000368835,0.000306254
711,0.000292074,0.000300945
712,0.000370119,0.000321004
713,0.000324816,0.000322071
714,0.00028554,0.000292889
715,0.000290633,0.000309014
716,0.000255098,0.00030003
717,0.000258518,0.000294783
718,0.000345352,0.000321771
719,0.000288146,0.000295633
720,0.000323354,0.000338061
721,0.000285814,0.000303558
722,0.000345803,0.000344882
723,0.000267653,0.000290538
724,0.000383078,0.000434267
725,0.000297277,0.000300934
726,0.000299991,0.000312332
727,0.000330555,0.000336433
728,0.000314486,0.000315825
729,0.000320526,0.000312043
730,0.000247129,0.000286532
731,0.00031954,0.000320984
732,0.000316455,0.000285051
733,0.000339636,0.000309272
734,0.000288377,0.000311379
735,0.000369718,0.000408638
736,0.00039295,0.00037023
737,0.000346167,0.000378161
738,0.000253252,0.000285176
739,0.000330178,0.000347453
740,0.000356609,0.000359277
741,0.000303436,0.000303541
742,0.000338969,0.00036695
743,0.000250197,0.000290537
744,0.000260903,0.000283936
745,0.000269472,0.000288014
746,0.000298903,0.00028551
747,0.000289312,0.000282157
748,0.000327541,0.00028527
749,0.000340194,0.000355818
750,0.000337458,0.000353193
751,0.000306849,0.000312418
752,0.000299156,0.000329984
753,0.000266245,0.000294861
754,0.000308415,0.000299437
755,0.000309993,0.000290197
756,0.000275193,0.000311848
757,0.000282259,0.000294738
758,0.0002973,0.000308583
759,0.000285326,0.000312264
760,0.000287232,0.000281969
761,0.00024592,0.00028322
762,0.000252426,0.000286796
763,0.000288105,0.00028416
764,0.000252027,0.000287437
765,0.000253917,0.000286674
766,0.000294252,0.000280346
767,0.000300621,0.000288735
768,0.000268066,0.000278663
769,0.00028051,0.000278239
770,0.000277087,0.000285646
771,0.000283554,0.000276606
772,0.000288521,0.000307785
773,0.000275355,0.000295088
774,0.000309119,0.000315301
775,0.000289008,0.000290725
776,0.000295112,0.000302837
777,0.000285179,0.000312775
778,0.000225442,0.00027551
779,0.000326207,0.00031653
780,0.000301079,0.000279126
781,0.000291528,0.000278049
782,0.00027712,0.000290886
783,0.000262516,0.000277615
784,0.000266124,0.000293334
785,0.000246134,0.000286688
786,0.0003313,0.000349749
787,0.000259549,0.000277648
788,0.000318594,0.000282062
789,0.000272624,0.000280487
790,0.000266959,0.000282588
791,0.000288764,0.000279533
792,0.000259535,0.000293476
793,0.000248953,0.000277173
794,0.000270252,0.000279341
795,0.000311471,0.000306563
796,0.000243966,0.000281176
797,0.000275493,0.000280894
798,0.000282583,0.000279053
799,0.000260908,0.000281231
800,0.000297207,0.000313444
801,0.000241692,0.000280608
802,0.00028039,0.000293222
803,0.000322335,0.00033314
804,0.000277767,0.000318249
805,0.000307748,0.000323468
806,0.000250848,0.000284542
807,0.000274197,0.000283128
808,0.000266933,0.000281937
809,0.000271623,0.00028059
810,0.000283381,0.000274344
811,0.000247409,0.000274624
812,0.000278644,0.000291507
813,0.000268466,0.000272538
814,0.000289589,0.000309869
815,0.000234586,0.000278007
816,0.000317656,0.000331051
817,0.000266152,0.000272367
818,0.000258333,0.000276485
819,0.000260813,0.000272585
820,0.000274102,0.000291557
821,0.000261739,0.000272547
822,0.000300019,0.000346081
823,0.000305485,0.000299566
824,0.000303959,0.000297759
825,0.000252955,0.000274216
826,0.00023016,0.000277442
827,0.000283668,0.000294755
828,0.000254209,0.000280841
829,0.000300074,0.000298562
830,0.000318558,0.000328758
831,0.000254793,0.000293835
832,0.000271916,0.00032425
833,0.000325092,0.000334303
834,0.000241588,0.000278266
835,0.000329892,0.000269246
836,0.000318073,0.000306687
837,0.00028187,0.000286323
838,0.000258981,0.000273039
839,0.000258452,0.000272052
840,0.000270567,0.000267398
841,0.00023349,0.000265843
842,0.000257589,0.000271519
843,0.000261398,0.000268066
844,0.000266171,0.000295454
845,0.000381883,0.000381078
846,0.000300262,0.000314794
847,0.000285304,0.000289276
848,0.000406466,0.000406565
849,0.000319251,0.00035233
850,0.000269636,0.000300771
851,0.000320383,0.000359122
852,0.000247059,0.000281454
853,0.000245258,0.000270853
854,0.000271534,0.000271501
855,0.000236943,0.000275803
856,0.000278401,0.000288994
857,0.000285116,0.000292265
858,0.000264273,0.000278165
859,0.000225659,0.000278738
860,0.000274153,0.000291658
861,0.000265011,0.000293835
862,0.000236846,0.000267159
863,0.00030069,0.000298335
864,0.000248358,0.00026573
865,0.000260173,0.000268907
866,0.000252815,0.000267968
867,0.000254754,0.000273117
868,0.00026301,0.00029027
869,0.000296123,0.000264713
870,0.000314147,0.000294491
871,0.000269068,0.000276721
872,0.000277026,0.000271689
873,0.000260867,0.000272039
874,0.000293437,0.000300064
875,0.000260801,0.000283171
876,0.000261083,0.000274103
877,0.000289969,0.000266397
878,0.00031864,0.00033385
879,0.000296662,0.000350551
880,0.000266861,0.000275209
881,0.00025422,0.000267058
882,0.000235942,0.000266637
883,0.000279842,0.000329222
884,0.000253425,0.000280469
885,0.000258307,0.000263369
886,0.000220919,0.000261046
887,0.000258313,0.000261817
888,0.000307154,0.000331698
889,0.000253421,0.000273309
890,0.000279541,0.000269405
891,0.000246361,0.000293493
892,0.000259735,0.000273325
893,0.000307441,0.000313293
894,0.000318925,0.000391295
895,0.000283958,0.000316596
896,0.000230326,0.000262221
897,0.000259195,0.000271736
898,0.000381213,0.000375226
899,0.000218896,0.000266009
900,0.000298629,0.00031117
901,0.000314972,0.00032702
902,0.000297751,0.0002888
903,0.000295519,0.000313705
904,0.000317901,0.000354626
905,0.000304623,0.000311779
906,0.000235825,0.000267648
907,0.000385237,0.000410126
908,0.00037142,0.000374291
909,0.000230882,0.000261368
910,0.000277145,0.000315213
911,0.000314423,0.000308078
912,0.000334354,0.000334589
913,0.000249457,0.000263405
914,0.000230405,0.000261194
915,0.000205822,0.000263492
916,0.000271787,0.000310326
917,0.000287725,0.000341854
918,0.000265613,0.000276822
919,0.000221016,0.000258946
920,0.000302586,0.000278771
921,0.000251429,0.000258431
922,0.000244633,0.000268637
923,0.000232111,0.000261905
924,0.000247758,0.000257674
925,0.000285824,0.000273017
926,0.000244036,0.000297673
927,0.00021827,0.0002546
928,0.000258698,0.000267049
929,0.000234391,0.000256083
930,0.000244973,0.000256968
931,0.000229294,0.000250642
932,0.000251393,0.000269677
933,0.000266239,0.00030583
934,0.000221522,0.00025436
935,0.000257068,0.000258891
936,0.000290001,0.000285446
937,0.000221648,0.000254175
938,0.000212874,0.000253614
939,0.000287502,0.000286078
940,0.00028148,0.000257838
941,0.00024877,0.000260868
942,0.000277534,0.000282185
943,0.000235286,0.000259019
944,0.000255431,0.000257657
945,0.000282451,0.000274707
946,0.000228488,0.00025851
947,0.000207442,0.000259604
948,0.000234164,0.000255504
949,0.000242405,0.000252027
950,0.000314393,0.00032366
951,0.000217441,0.000244231
952,0.000250024,0.000257034
953,0.000235269,0.000257411
954,0.000273045,0.000257341
955,0.000250773,0.00025525
956,0.000243595,0.000251205
957,0.000250354,0.000263409
958,0.000249994,0.000248867
959,0.000237598,0.000247794
960,0.000240196,0.000250121
961,0.000234225,0.000250798
962,0.000265849,0.00025757
963,0.000248457,0.000251328
964,0.000226688,0.000251946
965,0.000277258,0.00025849
966,0.00022284,0.000256595
967,0.000300788,0.000298071
968,0.000237223,0.000271216
969,0.000289675,0.000317039
970,0.000240232,0.000260474
971,0.000265186,0.000253109
972,0.000270913,0.000283998
973,0.00020625,0.000252421
974,0.000348328,0.000378673
975,0.000270968,0.000285138
976,0.000279061,0.000300964
977,0.000323432,0.000319168
978,0.000285223,0.000298555
979,0.000238898,0.000243644
980,0.000288548,0.000286726
981,0.000555033,0.000566271
982,0.000535406,0.000555829
983,0.000333091,0.000342365
984,0.000230872,0.000246854
985,0.000302361,0.000333918
986,0.000338568,0.000366238
987,0.000277578,0.000311811
988,0.000264508,0.000274652
989,0.000253195,0.000248829
990,0.000264591,0.000257687
991,0.000240467,0.000248055
992,0.000234261,0.000249623
993,0.000317444,0.000310228
994,0.000350988,0.000376688
995,0.000265772,0.000301077
996,0.000263469,0.000247261
